Ct OIII SII NII OII Ha Hb
33008 2.7433E+35 5.0944E+35 5.3100E+36 1.0925E+36 3.8135E+36 1.3659E+36
33009 5.5121E+36 3.3654E+36 9.7714E+35 7.5643E+36 9.8723E+36 3.5391E+36
33010 1.0818E+36 2.9273E+36 4.5874E+35 5.6164E+36 8.8430E+36 3.1524E+36
33011 5.8886E+36 4.2066E+36 1.2098E+36 9.4439E+36 1.1486E+37 4.1167E+36
33012 2.7855E+36 1.3868E+36 1.3070E+37 2.7489E+36 8.3531E+36 2.9911E+36
33013 6.0658E+36 5.2868E+36 1.4720E+36 1.1503E+37 1.3140E+37 4.7040E+36
33014 8.5884E+32 1.1875E+36 2.5660E+35 1.4979E+36 4.3800E+36 1.5549E+36
33015 1.1735E+36 3.6481E+36 3.1436E+35 6.8820E+36 1.0379E+37 3.7019E+36
33016 1.8577E+36 8.6051E+35 5.5516E+35 2.4489E+36 3.2511E+36 1.1707E+36
33017 2.0692E+36 2.3267E+36 4.6639E+35 6.9657E+36 7.7891E+36 2.8021E+36
33018 5.9855E+36 3.7543E+36 3.5121E+36 9.7395E+36 1.3157E+37 4.7117E+36
33019 1.3064E+36 6.3981E+35 7.1856E+36 1.5272E+36 4.5791E+36 1.6427E+36
33020 3.7354E+36 3.0074E+36 1.0069E+37 8.2566E+36 1.2579E+37 4.5193E+36
33021 2.5305E+36 4.7086E+36 4.8338E+35 1.2553E+37 1.2702E+37 4.5640E+36
33022 1.7960E+35 8.8351E+35 4.5139E+36 1.5934E+36 5.2924E+36 1.8831E+36
33023 3.5489E+35 2.8210E+35 1.8180E+35 9.2293E+35 1.0694E+36 3.8935E+35
33024 1.1590E+36 3.6228E+36 5.5452E+35 6.7846E+36 1.0388E+37 3.7045E+36
33025 3.0916E+36 1.7532E+36 1.6503E+37 3.4905E+36 9.9867E+36 3.5764E+36
33026 1.2221E+36 4.5464E+36 3.7867E+35 8.3180E+36 1.2078E+37 4.3088E+36
33027 9.4980E+32 1.9923E+36 4.2322E+35 2.4126E+36 6.6642E+36 2.3580E+36
33028 2.8891E+36 1.5027E+36 9.6533E+35 4.1797E+36 5.5179E+36 1.9846E+36
33029 2.1881E+36 1.8633E+36 1.1420E+37 4.8467E+36 9.9240E+36 3.5653E+36
33030 8.8216E+35 3.7467E+35 7.6960E+34 1.1314E+36 1.3942E+36 5.0451E+35
33031 2.3143E+36 3.0468E+36 5.9931E+35 8.8566E+36 9.6187E+36 3.4593E+36
33032 4.2169E+36 1.7155E+36 5.2778E+36 4.3672E+36 8.0319E+36 2.8864E+36
33033 3.6292E+35 2.8505E+35 1.0354E+35 9.4821E+35 1.0631E+36 3.8721E+35
33034 1.2385E+36 5.4227E+36 4.3567E+35 9.6028E+36 1.3486E+37 4.8109E+36
33035 8.0021E+35 6.6856E+35 4.2980E+35 2.1128E+36 2.4964E+36 9.0101E+35
33036 2.8187E+36 3.0639E+36 1.0005E+37 8.1665E+36 1.2740E+37 4.5779E+36
33037 3.4616E+36 1.9858E+36 1.2681E+36 5.4596E+36 7.0581E+36 2.5378E+36
33038 1.2070E+36 4.5147E+36 6.6793E+35 8.2012E+36 1.2085E+37 4.3111E+36
33039 1.6383E+35 3.2450E+35 1.0575E+35 8.9131E+35 1.1849E+36 4.3137E+35
33040 3.3042E+36 2.2483E+36 2.0831E+37 4.4610E+36 1.1734E+37 4.2020E+36
33041 3.9231E+32 3.1426E+35 3.9228E+34 4.3220E+35 1.6049E+36 5.9276E+35
33042 3.6388E+36 2.0351E+36 2.3224E+35 5.7745E+36 7.0139E+36 2.5231E+36
33043 3.3810E+35 6.7257E+35 6.9724E+36 1.4064E+36 4.9918E+36 1.7861E+36
33044 9.6625E+32 2.5848E+36 5.4371E+35 3.0675E+36 8.2816E+36 2.9289E+36
33045 8.9093E+33 3.7844E+36 4.7653E+36 5.4144E+36 1.4441E+37 5.1196E+36
33046 1.1562E+36 6.4692E+36 2.6849E+36 1.0029E+37 1.5298E+37 5.4264E+36
33047 2.1451E+35 3.6555E+35 1.0596E+35 7.7615E+35 1.4613E+36 5.2512E+35
33048 2.4264E+36 3.6409E+36 7.0053E+35 1.0295E+37 1.0894E+37 3.9172E+36
33049 3.8336E+36 2.4008E+36 1.5221E+36 6.5492E+36 8.2512E+36 2.9665E+36
33050 1.0207E+36 8.8377E+35 5.6748E+35 2.7518E+36 3.2816E+36 1.1827E+36
33051 3.3808E+36 2.7381E+36 2.4559E+37 5.2873E+36 1.3043E+37 4.6684E+36
33052 1.2231E+36 5.3857E+36 7.6858E+35 9.4714E+36 1.3493E+37 4.8129E+36
33053 1.6075E+36 8.5286E+35 9.5376E+36 2.0028E+36 5.9972E+36 2.1505E+36
33054 9.7186E+32 3.1265E+36 6.5246E+35 3.6613E+36 9.7072E+36 3.4333E+36
33055 2.0985E+35 1.1675E+36 5.8694E+36 2.0382E+36 6.7878E+36 2.4153E+36
33056 2.0841E+35 3.6027E+35 1.8522E+35 7.4971E+35 1.4692E+36 5.2771E+35
33057 6.2488E+36 7.3655E+36 5.5637E+35 1.3278E+37 1.4912E+37 5.2925E+36
33058 2.2818E+36 2.1947E+36 1.3174E+37 5.5874E+36 1.1099E+37 3.9869E+36
33059 4.2042E+36 3.0102E+36 1.8786E+36 8.1096E+36 9.7765E+36 3.5144E+36
33060 2.5063E+36 4.6874E+36 8.5476E+35 1.2426E+37 1.2708E+37 4.5660E+36
33061 1.5689E+36 1.5434E+36 9.8540E+35 4.6351E+36 5.5731E+36 2.0052E+36
33062 1.5032E+36 6.6126E+35 1.3555E+35 1.9539E+36 2.4465E+36 8.8221E+35
33063 4.8244E+36 2.3314E+36 7.1715E+36 5.9441E+36 1.0183E+37 3.6583E+36
33064 6.9740E+32 7.1230E+35 8.7886E+34 9.4458E+35 2.9178E+36 1.0453E+36
33065 3.6411E+35 7.6658E+35 2.4981E+35 2.0372E+36 2.6843E+36 9.6676E+35
33066 8.1947E+35 6.7578E+35 2.4489E+35 2.1729E+36 2.4808E+36 8.9564E+35
33067 4.0352E+36 2.4637E+36 2.7918E+35 6.9365E+36 8.2101E+36 2.9530E+36
33068 9.7416E+32 3.8031E+36 7.8628E+35 4.4058E+36 1.1397E+37 4.0317E+36
33069 3.9953E+35 8.6561E+35 8.9017E+36 1.7637E+36 6.3245E+36 2.2614E+36
33070 3.5762E+35 6.4172E+35 3.3038E+35 1.3126E+36 2.4267E+36 8.6556E+35
33071 1.7960E+36 1.9071E+36 1.2116E+36 5.6335E+36 6.7397E+36 2.4240E+36
33072 4.4000E+36 3.5630E+36 2.1789E+36 9.4408E+36 1.0952E+37 3.9361E+36
33073 9.7495E+32 4.8014E+36 9.7902E+35 5.5268E+36 1.3650E+37 4.8299E+36
33074 3.6844E+35 6.5131E+35 1.8909E+35 1.3599E+36 2.4123E+36 8.6077E+35
33075 9.4015E+32 6.5862E+36 2.2570E+36 7.0821E+36 1.7433E+37 6.1158E+36
33076 5.7500E+35 1.1187E+36 5.7429E+35 2.2316E+36 3.9841E+36 1.4183E+36
33077 4.5473E+36 4.5881E+36 2.6588E+36 1.1520E+37 1.2699E+37 4.5599E+36
33078 1.9773E+36 2.2748E+36 1.4353E+36 6.6187E+36 7.8283E+36 2.8150E+36
33079 9.0350E+35 5.9010E+36 4.8013E+36 1.0633E+37 1.4543E+37 5.1970E+36
33080 2.0170E+36 1.2621E+36 1.3939E+37 2.9028E+36 8.4030E+36 3.0123E+36
33081 9.7508E+32 5.6840E+36 1.1427E+36 6.5381E+36 1.5355E+37 5.4325E+36
33082 3.7057E+32 3.0256E+35 1.1894E+35 4.0064E+35 1.6103E+36 5.9419E+35
33083 7.0824E+35 1.4769E+36 7.5422E+35 2.8951E+36 5.1086E+36 1.8185E+36
33084 2.3781E+35 1.5902E+36 7.7726E+36 2.6587E+36 8.8207E+36 3.1394E+36
33085 2.2095E+36 2.9779E+36 1.8433E+36 8.4136E+36 9.6591E+36 3.4725E+36
33086 2.2815E+36 5.8777E+36 5.2052E+36 1.2447E+37 1.4269E+37 5.1096E+36
33087 1.5232E+35 3.1331E+35 3.2054E+35 8.1689E+35 1.2050E+36 4.3810E+35
33088 2.3528E+36 2.8043E+36 1.5968E+37 6.7439E+36 1.2822E+37 4.6029E+36
33089 8.5575E+35 3.5022E+35 3.0964E+34 8.0780E+35 1.2641E+36 4.5617E+35
33090 2.4327E+36 1.1581E+36 2.3679E+35 3.3427E+36 4.2239E+36 1.5205E+36
33091 5.0332E+36 2.7536E+36 8.3821E+36 6.9567E+36 1.1408E+37 4.0959E+36
33092 4.3517E+36 6.1029E+36 5.3188E+36 1.2262E+37 1.4237E+37 5.0929E+36
33093 6.5823E+32 6.8509E+35 2.6620E+35 8.7401E+35 2.9306E+36 1.0492E+36
33094 4.6069E+35 1.0120E+36 3.2927E+35 2.6471E+36 3.5025E+36 1.2594E+36
33095 8.5156E+35 1.9632E+36 9.9228E+35 3.7674E+36 6.5511E+36 2.3327E+36
33096 8.7711E+32 1.2048E+36 1.4662E+35 1.5418E+36 4.3715E+36 1.5523E+36
33097 1.0459E+36 8.9338E+35 3.2339E+35 2.8310E+36 3.2607E+36 1.1755E+36
33098 2.3157E+36 3.5576E+36 2.1538E+36 9.7817E+36 1.0930E+37 3.9286E+36
33099 4.4285E+36 3.0896E+36 3.4474E+35 8.5890E+36 9.7364E+36 3.5014E+36
33100 3.4119E+35 2.7698E+35 3.1616E+35 8.8024E+35 1.0803E+36 3.9308E+35
33101 4.7921E+35 1.2246E+36 1.2344E+37 2.3943E+36 8.5664E+36 3.0614E+36
33102 3.3717E+35 7.3933E+35 7.5604E+35 1.8612E+36 2.7341E+36 9.8365E+35
33103 6.1739E+35 2.6981E+35 3.0981E+35 7.8100E+35 1.0617E+36 3.8494E+35
33104 5.9318E+35 1.1356E+36 3.2884E+35 2.3139E+36 3.9583E+36 1.4096E+36
33105 1.0221E+36 2.8416E+36 1.4006E+36 5.2683E+36 8.8946E+36 3.1691E+36
33106 8.2779E+32 1.1578E+36 4.4373E+35 1.4244E+36 4.3948E+36 1.5596E+36
33107 9.6907E+35 5.8627E+36 7.5788E+36 8.2714E+36 1.5319E+37 5.4283E+36
33108 2.3915E+36 4.5808E+36 2.6279E+36 1.1821E+37 1.2731E+37 4.5730E+36
33109 7.6753E+35 6.5605E+35 7.4684E+35 2.0116E+36 2.5237E+36 9.1036E+35
33110 4.2582E+35 9.7575E+35 9.9596E+35 2.4155E+36 3.5691E+36 1.2821E+36
33111 9.1563E+32 1.9414E+36 7.3148E+35 2.2921E+36 6.6911E+36 2.3666E+36
33112 6.1931E+36 7.3361E+36 9.8448E+35 1.3160E+37 1.4911E+37 5.2925E+36
33113 1.3956E+36 6.3931E+35 7.3144E+35 1.7899E+36 2.4957E+36 8.9910E+35
33114 2.2056E+36 1.5770E+36 1.7145E+37 3.5805E+36 9.9245E+36 3.5577E+36
33115 1.0934E+36 3.5087E+36 1.6893E+36 6.3516E+36 1.0429E+37 3.7171E+36
33116 1.8183E+35 3.3601E+35 5.3951E+35 6.3614E+35 1.5066E+36 5.4023E+35
33117 9.7800E+35 8.6711E+35 9.8580E+35 2.6183E+36 3.3182E+36 1.1953E+36
33118 2.4895E+35 1.9082E+36 9.1114E+36 3.1005E+36 1.0176E+37 3.6223E+36
33119 1.9805E+36 8.2290E+35 7.3235E+34 1.8558E+36 2.8064E+36 1.0064E+36
33120 5.2784E+35 1.2894E+36 1.3108E+36 3.1268E+36 4.6510E+36 1.6690E+36
33121 3.0044E+36 1.5304E+36 3.1210E+35 4.3682E+36 5.4792E+36 1.9715E+36
33122 9.3158E+32 2.5183E+36 9.3956E+35 2.9134E+36 8.3176E+36 2.9406E+36
33123 1.7846E+36 8.4516E+35 9.6570E+35 2.3370E+36 3.2858E+36 1.1826E+36
33124 5.1687E+36 3.5201E+36 1.0264E+37 8.4328E+36 1.3201E+37 4.7296E+36
33125 9.6990E+32 2.0220E+36 2.4191E+35 2.4844E+36 6.6487E+36 2.3530E+36
33126 8.1419E+35 5.5830E+36 7.9970E+36 9.5012E+36 1.4564E+37 5.2008E+36
33127 5.7232E+35 1.3376E+36 4.3364E+35 3.4309E+36 4.5626E+36 1.6389E+36
33128 3.1063E+35 5.9771E+35 9.6054E+35 1.1099E+36 2.4944E+36 8.8845E+35
33129 1.4964E+36 1.5094E+36 1.7056E+36 4.3925E+36 5.6203E+36 2.0211E+36
33130 1.1381E+36 4.3704E+36 2.0339E+36 7.6786E+36 1.2122E+37 4.3220E+36
33131 1.6120E+36 1.5631E+36 5.6273E+35 4.7798E+36 5.5462E+36 1.9961E+36
33132 4.6373E+36 3.6602E+36 4.0022E+35 1.0005E+37 1.0920E+37 3.9260E+36
33133 5.0306E+35 1.3874E+36 1.3827E+37 2.6678E+36 9.4630E+36 3.3815E+36
33134 8.8264E+32 6.2737E+36 3.8050E+36 6.4797E+36 1.7426E+37 6.1105E+36
33135 6.3944E+35 1.7141E+36 1.7287E+36 4.0517E+36 6.0497E+36 2.1694E+36
33136 2.7636E+36 1.4715E+36 1.6737E+36 3.9744E+36 5.5625E+36 1.9997E+36
33137 7.3128E+35 1.4995E+36 4.3197E+35 3.0033E+36 5.0743E+36 1.8069E+36
33138 1.4064E+35 3.0133E+35 5.4398E+35 7.4233E+35 1.2269E+36 4.4540E+35
33139 4.9635E+35 1.0407E+36 1.6661E+36 1.8795E+36 4.1052E+36 1.4594E+36
33140 9.3701E+32 3.0455E+36 1.1273E+36 3.4760E+36 9.7516E+36 3.4477E+36
33141 1.1531E+36 5.2155E+36 2.3412E+36 8.8785E+36 1.3525E+37 4.8220E+36
33142 1.7093E+36 1.8613E+36 2.0925E+36 5.3269E+36 6.7843E+36 2.4388E+36
33143 2.3015E+36 1.8451E+36 1.9686E+37 4.1302E+36 1.1010E+37 3.9470E+36
33144 7.7919E+35 2.4918E+36 2.4615E+36 5.6528E+36 8.3621E+36 2.9972E+36
33145 8.5009E+35 3.4908E+35 5.4859E+34 8.0140E+35 1.2660E+36 4.5679E+35
33146 3.4805E+32 2.9017E+35 2.0196E+35 3.6859E+35 1.6161E+36 5.9571E+35
33147 2.7636E+36 1.4715E+36 1.6737E+36 3.9744E+36 5.5625E+36 1.9997E+36
33148 2.5599E+35 2.3512E+36 1.0855E+37 3.6897E+36 1.1827E+37 4.2113E+36
33149 3.0998E+35 7.1021E+35 1.2808E+36 1.6856E+36 2.7881E+36 1.0019E+36
33150 6.0888E+35 1.3735E+36 2.1856E+36 2.4334E+36 5.2694E+36 1.8732E+36
33151 2.5506E+36 1.0837E+36 9.6940E+34 2.4314E+36 3.6413E+36 1.3052E+36
33152 7.9287E+32 5.7739E+36 6.1783E+36 5.5699E+36 1.7413E+37 6.1006E+36
33153 3.6077E+36 2.0265E+36 4.1089E+35 5.7187E+36 7.0213E+36 2.5256E+36
33154 1.8795E+36 2.2181E+36 2.4762E+36 6.2519E+36 7.8724E+36 2.8294E+36
33155 7.8956E+35 2.2144E+36 7.0580E+35 5.4223E+36 7.2025E+36 2.5845E+36
33156 9.8665E+32 2.6235E+36 3.1081E+35 3.1594E+36 8.2610E+36 2.9223E+36
33157 9.3925E+32 3.7055E+36 1.3587E+36 4.1844E+36 1.1450E+37 4.0489E+36
33158 8.4472E+35 3.1312E+36 3.0231E+36 6.8844E+36 9.9882E+36 3.5797E+36
33159 1.8476E+36 1.9337E+36 6.9279E+35 5.8167E+36 6.7144E+36 2.4156E+36
33160 4.7921E+36 4.7067E+36 4.8784E+35 1.2176E+37 1.2675E+37 4.5525E+36
33161 6.1769E+32 6.5630E+35 4.5147E+35 8.0249E+35 2.9446E+36 1.0534E+36
33162 3.6537E+36 2.3436E+36 2.6295E+36 6.2061E+36 8.2916E+36 2.9796E+36
33163 3.9070E+35 9.3699E+35 1.6862E+36 2.1848E+36 3.6414E+36 1.3066E+36
33164 7.2784E+35 1.8225E+36 2.8678E+36 3.1562E+36 6.7529E+36 2.4011E+36
33165 5.4023E+35 1.8171E+36 1.7466E+37 3.3532E+36 1.1461E+37 4.0955E+36
33166 3.1291E+32 2.7025E+35 3.3204E+35 3.2000E+35 1.6273E+36 5.9839E+35
33167 2.0983E+36 2.9026E+36 3.1778E+36 7.9449E+36 9.7047E+36 3.4872E+36
33168 8.8018E+35 1.9932E+36 5.6843E+35 3.9096E+36 6.5058E+36 2.3174E+36
33169 8.7709E+35 3.6966E+36 3.4836E+36 7.9068E+36 1.1223E+37 4.0221E+36
33170 1.0831E+36 6.2410E+36 4.5798E+36 9.3448E+36 1.5307E+37 5.4275E+36
33171 6.8750E+35 8.2357E+36 6.2064E+35 1.1666E+37 1.4653E+37 5.2155E+36
33172 9.4001E+32 4.6705E+36 1.6891E+36 5.2437E+36 1.3688E+37 4.8416E+36
33173 1.2945E+35 4.5573E+35 4.3761E+34 9.1245E+35 1.2989E+36 4.6844E+35
33174 2.8163E+35 1.0735E+36 1.0281E+35 2.0696E+36 2.9107E+36 1.0404E+36
33175 7.7672E+32 1.1080E+36 7.5183E+35 1.3057E+36 4.4201E+36 1.5676E+36
33176 3.5268E+35 1.4169E+36 1.3519E+35 2.6824E+36 3.7865E+36 1.3520E+36
33177 4.0043E+36 2.9375E+36 3.2438E+36 7.6839E+36 9.8166E+36 3.5272E+36
33178 2.3865E+36 2.4061E+36 2.4297E+37 5.1260E+36 1.2763E+37 4.5743E+36
33179 4.3258E+35 1.8738E+36 1.7750E+35 3.4683E+36 4.9187E+36 1.7551E+36
33180 5.1591E+35 2.4844E+36 2.3243E+35 4.4735E+36 6.3536E+36 2.2662E+36
33181 8.6138E+35 2.5922E+36 3.9774E+36 4.3374E+36 9.0399E+36 3.2159E+36
33182 4.8316E+35 1.2379E+36 2.2178E+36 2.8246E+36 4.7472E+36 1.7016E+36
33183 6.1028E+35 3.5424E+36 3.2248E+35 6.1157E+36 8.5863E+36 3.0623E+36
33184 5.5450E+32 6.1010E+35 7.4087E+35 6.9441E+35 2.9693E+36 1.0605E+36
33185 6.5048E+35 4.3564E+36 3.8681E+35 7.3092E+36 1.0058E+37 3.5873E+36
33186 2.1985E+36 3.4684E+36 3.7131E+36 9.2436E+36 1.0974E+37 3.9426E+36
33187 6.7630E+35 5.4236E+36 4.6448E+35 8.7914E+36 1.1683E+37 4.1677E+36
33188 1.9667E+36 8.2019E+35 1.2974E+35 1.8407E+36 2.8109E+36 1.0080E+36
33189 6.8538E+35 6.4911E+36 5.3480E+35 1.0166E+37 1.3018E+37 4.6442E+36
33190 5.9379E+36 7.1999E+36 3.0416E+36 1.2627E+37 1.4911E+37 5.2925E+36
33191 2.5820E+35 2.8546E+36 1.2684E+37 4.3252E+36 1.3413E+37 4.7763E+36
33192 9.4013E+32 5.5267E+36 1.9706E+36 6.2052E+36 1.5380E+37 5.4394E+36
33193 9.0001E+35 4.6977E+36 4.2078E+36 9.5194E+36 1.3010E+37 4.6615E+36
33194 3.2373E+36 1.4294E+36 1.2877E+35 3.2010E+36 4.7164E+36 1.6903E+36
33195 8.5940E+32 1.8563E+36 1.2383E+36 2.0977E+36 6.7373E+36 2.3815E+36
33196 4.1885E+36 3.4745E+36 3.7589E+36 8.9424E+36 1.0983E+37 3.9458E+36
33197 8.5445E+35 2.6111E+36 8.2327E+35 6.2713E+36 8.2754E+36 2.9690E+36
33198 6.9711E+32 1.0283E+36 1.2318E+36 1.1267E+36 4.4641E+36 1.5810E+36
33199 3.9999E+36 2.4529E+36 4.9385E+35 6.8685E+36 8.2173E+36 2.9554E+36
33200 9.9235E+32 3.1734E+36 3.7298E+35 3.7709E+36 9.6821E+36 3.4251E+36
33201 9.1827E+35 3.1846E+36 4.7737E+36 5.2074E+36 1.0551E+37 3.7549E+36
33202 2.0355E+36 2.3078E+36 8.2126E+35 6.8380E+36 7.8033E+36 2.8068E+36
33203 5.8184E+35 1.6368E+36 2.9081E+36 3.6384E+36 6.1467E+36 2.2018E+36
33204 5.5399E+35 2.2380E+36 2.0588E+37 3.9557E+36 1.2957E+37 4.6300E+36
33205 6.0147E+35 4.4294E+36 1.7448E+37 4.8310E+36 1.5385E+37 5.4333E+36
33206 9.3170E+34 2.0284E+35 9.9641E+35 2.9976E+35 1.2339E+36 4.4256E+35
33207 2.2697E+36 4.4630E+36 4.5275E+36 1.1177E+37 1.2756E+37 4.5805E+36
33208 2.1038E+35 4.8740E+35 2.3944E+36 6.9577E+35 2.6744E+36 9.4826E+35
33209 1.0602E+36 2.8979E+36 8.0598E+35 5.4925E+36 8.8638E+36 3.1593E+36
33210 3.3074E+35 8.4600E+35 4.1303E+36 1.1665E+36 4.4269E+36 1.5671E+36
33211 4.0175E+35 1.1160E+36 5.4058E+36 1.5045E+36 5.6950E+36 2.0159E+36
33212 1.9820E+35 3.5120E+35 3.1960E+35 7.0574E+35 1.4831E+36 5.3258E+35
33213 8.2255E+35 3.4349E+35 1.7030E+35 7.7033E+35 1.2751E+36 4.5987E+35
33214 4.6822E+35 1.4438E+36 6.9088E+36 1.8999E+36 7.1540E+36 2.5328E+36
33215 5.1247E+35 1.7379E+36 8.2098E+36 2.2434E+36 8.3726E+36 2.9648E+36
33216 8.7449E+32 2.4073E+36 1.5900E+36 2.6651E+36 8.3791E+36 2.9605E+36
33217 4.3288E+36 4.4772E+36 4.5894E+36 1.0934E+37 1.2719E+37 4.5658E+36
33218 5.5863E+35 2.2037E+36 1.0169E+37 2.7717E+36 1.0099E+37 3.5772E+36
33219 7.7168E+32 1.7202E+36 2.0257E+36 1.8055E+36 6.8161E+36 2.4064E+36
33220 9.4686E+35 3.7271E+36 5.4578E+36 5.9746E+36 1.1761E+37 4.1865E+36
33221 5.8852E+35 2.8183E+36 1.2563E+37 3.4457E+36 1.2001E+37 4.2529E+36
33222 5.9909E+35 3.4438E+36 1.4783E+37 4.1027E+36 1.3551E+37 4.8030E+36
33223 2.5324E+36 1.0802E+36 1.7173E+35 2.4115E+36 3.6474E+36 1.3073E+36
33224 7.0435E+35 2.3625E+36 4.1097E+36 5.0391E+36 8.4431E+36 3.0230E+36
33225 2.0837E+36 5.6222E+36 8.7651E+36 1.1314E+37 1.4285E+37 5.1134E+36
33226 3.9967E+36 5.8652E+36 8.9997E+36 1.1243E+37 1.4245E+37 5.0950E+36
33227 4.5257E+36 2.2380E+36 2.0450E+35 5.0393E+36 7.0518E+36 2.5277E+36
33228 4.3892E+36 3.0764E+36 6.0983E+35 8.5056E+36 9.7444E+36 3.5040E+36
33229 1.9002E+36 8.0691E+35 4.0267E+35 1.7684E+36 2.8332E+36 1.0156E+36
33230 9.2875E+35 3.2940E+36 1.0151E+36 7.6634E+36 9.9206E+36 3.5588E+36
33231 9.6655E+35 4.7271E+36 6.6082E+36 7.2980E+36 1.3619E+37 4.8484E+36
33232 8.7965E+32 2.9112E+36 1.9076E+36 3.1798E+36 9.8264E+36 3.4720E+36
33233 7.8540E+32 2.2297E+36 2.5999E+36 2.2919E+36 8.4835E+36 2.9938E+36
33234 7.6193E+35 2.9599E+36 5.0318E+36 6.1218E+36 1.0055E+37 3.5998E+36
33235 9.9469E+32 3.8598E+36 4.4944E+35 4.5369E+36 1.1367E+37 4.0219E+36
33236 2.2758E+36 3.0218E+36 1.0551E+36 8.6937E+36 9.6336E+36 3.4642E+36
33237 2.9998E+36 8.0066E+36 1.2394E+36 1.4410E+37 1.4175E+37 5.0675E+36
33238 2.4450E+36 1.0626E+36 5.3294E+35 2.3161E+36 3.6771E+36 1.3175E+36
33239 4.6213E+35 3.6804E+35 7.5985E+34 9.6446E+35 1.1138E+36 4.0343E+35
33240 8.8178E+32 3.5433E+36 2.2999E+36 3.8302E+36 1.1539E+37 4.0779E+36
33241 1.0309E+36 8.7095E+35 1.7890E+35 2.1961E+36 2.6167E+36 9.4057E+35
33242 1.3096E+36 1.1517E+36 2.3592E+35 2.8589E+36 3.4443E+36 1.2364E+36
33243 7.9055E+35 3.4904E+36 5.7917E+36 7.0278E+36 1.1281E+37 4.0388E+36
33244 7.9011E+32 2.6964E+36 3.1189E+36 2.7344E+36 9.9530E+36 3.5126E+36
33245 1.6382E+36 1.5268E+36 3.1149E+35 3.7267E+36 4.5171E+36 1.6201E+36
33246 3.3954E+35 6.2527E+35 5.6969E+35 1.2340E+36 2.4519E+36 8.7430E+35
33247 1.1351E+36 3.5820E+36 9.7312E+35 6.6276E+36 1.0403E+37 3.7091E+36
33248 1.9893E+36 2.0069E+36 4.0682E+35 4.8147E+36 5.8160E+36 2.0847E+36
33249 2.3494E+36 2.6486E+36 5.3096E+35 6.2386E+36 7.3935E+36 2.6492E+36
33250 8.8251E+32 4.4533E+36 2.8513E+36 4.7906E+36 1.3753E+37 4.8611E+36
33251 3.1000E+36 1.4016E+36 7.0785E+35 3.0483E+36 4.7639E+36 1.7066E+36
33252 2.7005E+36 3.6103E+36 7.0777E+35 8.3110E+36 9.4048E+36 3.3697E+36
33253 8.1105E+35 4.4401E+36 7.0015E+36 8.4828E+36 1.3060E+37 4.6751E+36
33254 2.9047E+36 4.7436E+36 8.9632E+35 1.0600E+37 1.1254E+37 4.0326E+36
33255 7.9208E+32 3.2837E+36 3.7621E+36 3.2970E+36 1.1690E+37 4.1263E+36
33256 3.2119E+36 1.4243E+36 2.2803E+35 3.1725E+36 4.7252E+36 1.6933E+36
33257 2.9802E+36 5.8693E+36 1.0573E+36 1.2571E+37 1.2646E+37 4.5309E+36
33258 3.0379E+36 8.0591E+36 7.0249E+35 1.4608E+37 1.4172E+37 5.0669E+36
33259 6.6423E+32 5.0299E+36 9.4519E+36 4.3352E+36 1.7399E+37 6.0872E+36
33260 8.8263E+32 5.2645E+36 3.3233E+36 5.6703E+36 1.5420E+37 5.4497E+36
33261 4.3113E+36 2.1844E+36 1.1184E+36 4.7739E+36 7.0942E+36 2.5419E+36
33262 5.7871E+35 2.6174E+35 5.3099E+35 7.2264E+35 1.0796E+36 3.9107E+35
33263 4.5439E+36 6.3621E+36 1.4704E+37 9.6701E+36 1.4913E+37 5.2935E+36
33264 3.1857E+35 2.6825E+35 5.4075E+35 8.1085E+35 1.0993E+36 3.9949E+35
33265 6.6830E+35 3.1000E+35 8.5161E+35 6.0157E+35 1.3313E+36 4.7874E+35
33266 1.1762E+36 5.5064E+35 1.5172E+36 1.0489E+36 2.2823E+36 8.1693E+35
33267 5.0075E+36 2.6434E+36 2.4266E+35 5.9816E+36 8.1039E+36 2.9053E+36
33268 4.6662E+35 3.6978E+35 4.2974E+34 9.7576E+35 1.1113E+36 4.0258E+35
33269 7.9273E+32 4.0688E+36 4.6020E+36 4.0718E+36 1.3765E+37 4.8596E+36
33270 2.6256E+32 2.4024E+35 5.1887E+35 2.5359E+35 1.6432E+36 6.0251E+35
33271 1.9574E+36 9.5607E+35 2.6552E+36 1.7932E+36 3.8628E+36 1.3806E+36
33272 9.6487E+35 3.8886E+36 1.1699E+36 8.7967E+36 1.1156E+37 4.0018E+36
33273 2.4684E+36 1.2609E+36 3.5242E+36 2.3556E+36 5.0106E+36 1.7906E+36
33274 4.5954E+36 3.6428E+36 7.0767E+35 9.9042E+36 1.0924E+37 3.9273E+36
33275 3.3441E+36 1.9199E+36 5.4267E+36 3.5916E+36 7.3145E+36 2.6143E+36
33276 3.6691E+36 2.2493E+36 6.3783E+36 4.2240E+36 8.3432E+36 2.9824E+36
33277 4.1100E+36 2.8797E+36 8.1666E+36 5.4523E+36 1.0058E+37 3.5966E+36
33278 4.7638E+36 2.5765E+36 1.3251E+36 5.6581E+36 8.1422E+36 2.9177E+36
33279 7.9285E+32 4.8255E+36 5.3800E+36 4.8443E+36 1.5441E+37 5.4507E+36
33280 4.3885E+36 3.6164E+36 1.0141E+37 6.8645E+36 1.1675E+37 4.1753E+36
33281 2.3858E+36 3.6104E+36 1.2331E+36 1.0107E+37 1.0906E+37 3.9209E+36
